,ARM,HR1_10SCALE,HR2_1,HR2_2,HR2_3,HR2_4,HR2_5,HR3,HR4,HR5,HR6,HR7_1,HR7_2,HR7_3,HR7_4,HR8,HR11,HR12_1,HR12_2,HR12_3,HR12_4,HR12_5,HR13,HR14,COVID_HR1,COVID_HR2,COVID_HR3,STIMULUS2,STIMULUS3,STIMULUS4,STIMULUS5,STIMULUS6,POLICY1,POLICY2,POLICY3,POLICY4,PERSONAL2,PERSONAL3,PERSONAL4,WORRY_1,WORRY_2,WORRY_3,WORRY_4,WORRY_5,WORRY_6,WORRY_7,WORRY_8,MEDIA1,MEDIA2,MEDIA5,MEDIA6_1,MEDIA6_2,MEDIA6_3,MEDIA6_4,MEDIA6_5,MEDIA6_6,MEDIA6_7,MEDIA7,MEDIA9,MEDIA10,MEDIA11,MEDIA12,MEDIA13,MEDIA14,MEDIA15,MEDIA17,MH1,MH2,CHILDCARE1,CHILDCARE2,CHILDCARE3,ELDERLYCARE1,IDEOLOGY1,IDEOLOGY2,IDEOLOGY3,IDEOLOGY4,IDEOLOGY5,IDEOLOGY6,IDEOLOGY7,IDEOLOGY8,CULTURE1_1,CULTURE1_2,CULTURE1_3,CULTURE1_4,CULTURE1_5,CULTURE1_6,CULTURE2_1,CULTURE2_2,CULTURE2_3,CULTURE2_4,CULTURE2_5,CULTURE2_6,CULTURE2_7,RUMORS2,DEMOGRAPHIC1,DEMOGRAPHIC2,DEMOGRAPHIC4,DEMOGRAPHIC5,DEMOGRAPHIC6,DEMOGRAPHIC7,DEMOGRAPHIC8,DEMOGRAPHIC9,DEMOGRAPHIC10,DEMOGRAPHIC11,DEMOGRAPHIC12,DEMOGRAPHIC13,age,STIMULUS1_WORK_FROM_HOME,STIMULUS1_LOST_JOB,STIMULUS1_FURLOUGHED,STIMULUS1_REDUCED_HOURS,STIMULUS1_PAY_CUT,STIMULUS1_WORK_MORE_HOUR,STIMULUS1_INCREASED_PAY,STIMULUS1_Nothing changed,POLICY5_EVERYONE_SD,POLICY5_AFFECTED_AREA_SD,POLICY5_VOLUNTARY_SD,POLICY5_OLD_PEOPLE_SD,POLICY5_CLOSE_SCHOOL,POLICY5R_CLOSE_UNIVERSITY,POLICY5_CANCEL_LARGE_EVENT,POLICY5_OTHER,POLICY6_EVERYONE_SD,POLICY6_AFFECTED_AREA_SD,POLICY6_VOLUNTARY_SD,POLICY6_OLD_PEOPLE_SD,POLICY6_CLOSE_SCHOOL,POLICY6_CLOSE_UNIVERSITY,POLICY6_CANCEL_LARGE_EVENT,POLICY6_OTHER,PERSONAL1_WOKR_HOME,PERSONAL1_STAYHOME_GOGROCERY,PERSONAL1_DIST_OLDER_RELATIVES,PERSONAL1_DIST_OTHER_FAMILY,PERSONAL1_DAYCARE_CLOSEDSHCOOL,PERSONAL1_DAYCARE_VOLUNTARILY,PERSONAL5_WASH_HANDS,PERSONAL5_SANITIZER,PERSONAL5_TESTING_COVID,PERSONAL5_CHANGEED_TRAVELPLAN,PERSONAL5_AVOIDED_WITH_OTHERS,PERSONAL5_AVOING_WIHT_ADULTS,PERSONAL5_AVOIDED_GATHERING,PERSONAL5_INFO_COVID,PERSONAL5_Selfquarantined,PERSONAL6_EXP_COM,PERSONAL6_SOMEONE_EXP_COM,PERSONAL6_NOTABL_FOOD_TABLE,PERSONAL6_FEELING_ISOLATED,PERSONAL6_NOTABL_GETCARE,PERSONAL6_NOTABL_TREATMENT,PERSONAL6_CHILD_EDUCATION,PERSONAL6_NOTABL_PAY_RENT,PERSONAL6_NOTABL_TAKECARE_FAM,PERSONAL6_NOTABL_WORK,PERSONAL6_FINANCIAL_IMPACTS,PERSONAL6_OTHER,PERSONAL7_RED_INCOME,PERSONAL7_LOST_JOB,PERSONAL7_LOSS_CHILDCARE,PERSONAL7_FOOD,PERSONAL7_SUPPLIES,PERSONAL7_MEDICATIONS,PERSONAL7_TRANSPORTATION,PERSONAL7_HEALTHCARE,PERSONAL7_NONE,PERSONAL7_OTHER,MEDIA3_TV,MEDIA3_SOCIAL_MEDIA,MEDIA3_NEWSPAPER,MEDIA3_MAGAZINES,MEDIA3_BLOGS_PODCASTS,MEDIA3_GOVERNMENT,MEDIA3_HEALTH_DEP,MEDIA3_MEMBER,MEDIA3_PRACTITIONERS,MEDIA3_RESEARCHERS,MEDIA3_ARTICLES,MEDIA3_OTHER,MEDIA4_TV,MEDIA4_SOCIAL_MEDIA,MEDIA4_NEWSPAPER,MEDIA4_MAGAZINES,MEDIA4_BLOGS_PODCASTS,MEDIA4_GOVERNMENT,MEDIA4_HEALTH_DEP,MEDIA4_MEMBER,MEDIA4_PRACTITIONERS,MEDIA4_RESEARCHERS,MEDIA4_ARTICLES,MEDIA4_OTHER,MEDIA8_DIABETES,MEDIA8_HEART,MEDIA8_CANCER,MEDIA8_HIV/AIDS,MEDIA8_ASTHMA,MEDIA8_LUNG,MEDIA8_OTHER,MEDIA16_KITCHEN,MEDIA16_DISTRICT,MEDIA16_FOODSTAMPS,MEDIA16_NOTFOOD_ASS,MEDIA16_DONTKNOW,RUMORS1_ACCIDENTLY_ESCAPED,RUMORS1_PURPOSEFULLY_LEAKED,RUMORS1_USARMY_BROUGHT,RUMORS1_BAT_TO_HUMANS,RUMORS1_BAT_ANIMAL_HUMANS,RUMORS1_WET_MARKET,RUMORS1_OTHER
332,1,9,5,3,5,4,5,4,4,4,4,4,3,4,4,3,B,2,2,2,2,2,E,A,All,,A,B,2,2,A,D,2,2,A,A,3,3,3,2,1,2,1,2,2,1,2,3,A,C,5,4,5,5,4,5,4,4,A,3,B,2,B,No,B,B,3,0,Yes,A,Yes,No,A,A,A,B,1,4,C,D,5,4,1,4,5,4,5,4,5,5,4,5,5,B,Software developer,Yes,TX,78101,Yes,No,B,4,Male,5,A,2,34,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0
333,2,10,5,5,5,5,5,4,4,4,4,4,4,4,4,3,A,2,2,2,2,2,E,E,All,C,A,C,2,2,A,C,2,2,C,A,1,3,4,0,0,0,2,2,2,2,2,2,B,C,4,4,5,5,4,5,5,4,A,4,E,0,B,No,B,A,0,0,Yes,A,Yes,No,B,B,A,A,-2,4,C,3,1,1,1,5,5,5,5,5,5,5,5,5,5,A,Financial advisor,Yes,NY,10003,Yes,No,B,4,Male,6,A,3,35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
334,1,1,5,5,5,4,3,3,3,3,4,4,2,2,4,3,B,2,2,0,2,2,C,A,Some,,A,A,2,2,A,D,1,2,B,B,3,2,4,2,2,2,0,0,2,2,2,3,A,C,5,4,2,5,5,3,4,4,B,3,B,1,B,No,B,B,1,1,Yes,A,Yes,Yes,A,A,A,B,1,3,D,D,5,5,1,5,5,1,5,5,5,5,5,5,1,B,IT Manager ,Yes,NY,11233,Yes,No,B,4,Male,6,A,2,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0
335,0,9,4,4,4,4,3,4,3,3,3,0,1,1,1,1,A,1,1,1,1,1,E,A,All,B,C,A,3,3,A,A,1,0,B,A,0,4,2,0,0,0,2,0,0,0,0,1,A,D,4,4,4,4,3,3,3,3,A,4,D,0,B,No,B,B,0,0,No,C,No,No,B,H,A,"Someone else, write-in below",1,3,C,3,4,4,4,4,2,1,2,2,2,5,4,5,4,F,Xray technologist,Yes,CA,91739,Yes,No,A,1,Female,5,A,1,54,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
336,2,1,5,5,5,5,4,3,3,3,2,3,2,1,2,1,B,2,2,2,1,2,C,B,,B,A,A,2,2,A,B,1,2,C,B,3,3,3,1,1,1,1,2,1,0,2,3,B,C,2,2,1,2,2,1,1,4,B,3,E,0,B,Yes,A,A,0,0,No,B,Yes,Yes,A,G,C,B,0,2,C,3,4,5,4,4,5,5,4,5,4,5,5,4,4,C,Insurance,Yes,WV,30004,Yes,Yes,A,3,Male,4,A,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
337,0,2,5,4,4,5,4,4,4,3,3,2,2,3,3,2,B,2,2,0,1,0,E,B,,C,A,C,2,2,A,B,1,1,B,B,2,4,4,0,0,0,1,0,0,2,1,3,A,C,4,3,3,4,3,2,3,4,B,4,E,0,B,No,B,B,1,0,Yes,A,No,No,B,B,D,B,2,3,C,3,3,5,2,3,4,3,4,4,4,3,3,4,3,F,IT director,No,GA,30303,Yes,No,A,4,Female,5,A,2,30,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
338,0,6,4,4,5,4,4,3,3,3,2,0,0,2,0,0,B,2,2,0,2,2,F,A,Some,D,A,C,1,2,D,B,1,1,B,B,2,2,3,2,1,1,2,1,2,2,2,1,A,D,2,4,4,4,4,4,2,3,A,3,E,0,C,No,B,B,0,1,No,C,No,No,C,D,D,B,0,2,D,E,3,3,3,3,3,3,4,4,3,3,4,3,3,B,teacher,Yes,WI,53711,No,No,B,4,Female,3,D,0,40,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
339,0,5,5,5,5,5,5,4,4,4,4,3,4,4,4,3,B,2,1,1,1,1,C,A,Some,,A,B,3,3,A,C,2,2,A,A,1,3,3,2,2,2,2,2,2,2,2,3,A,E,2,2,2,2,2,2,2,4,A,4,A,2,A,Yes,A,A,1,0,No,B,No,No,B,B,A,B,0,1,C,3,5,5,5,5,5,5,5,5,5,5,5,5,5,F,unemployed,No,CA,95901,No,No,G,4,Female,0,D,0,24,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0
340,2,1,5,5,5,5,5,4,4,4,4,4,1,1,4,3,B,2,2,2,1,2,E,A,Some,,A,A,3,3,A,D,0,2,C,B,2,4,4,2,0,2,2,2,2,2,2,3,A,C,1,1,1,1,1,2,2,4,A,4,A,1,B,No,B,A,0,0,Yes,A,No,No,A,B,A,B,1,4,C,D,5,5,1,5,5,5,5,5,5,5,5,5,5,A,Insurance,Yes,NY,70004,Yes,No,B,4,Male,6,A,2,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
341,1,10,5,5,5,5,5,4,4,4,4,3,4,4,3,0,A,2,2,2,2,2,E,A,Some,,C,B,2,2,A,B,0,1,B,A,3,2,3,2,2,2,2,2,1,1,1,3,B,A,5,5,4,4,4,4,4,4,A,4,E,1,B,No,B,B,1,1,No,C,No,No,B,B,B,,0,4,C,3,5,5,4,4,5,4,4,5,4,5,4,5,4,C,Department of defense,Yes,NY,11717,Yes,Yes,B,4,Female,6,A,3,43,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,1,1,4,4,5,5,4,4,4,3,3,2,3,3,4,3,B,2,2,2,2,2,C,E,All,,A,B,3,3,A,C,0,2,B,B,2,1,4,2,1,2,1,1,2,2,1,3,B,C,5,5,4,5,4,3,4,3,A,4,E,0,B,No,B,B,1,1,Yes,A,No,No,B,B,B,,0,4,C,3,3,4,2,2,5,4,4,5,5,4,5,4,4,B,Academian ,Yes,CA,90003,Yes,No,B,4,Male,6,A,1,35,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
343,1,8,4,5,4,5,4,4,3,3,3,2,3,2,3,1,A,2,2,2,2,2,C,E,Some,D,A,A,2,2,A,B,0,2,B,B,3,3,3,2,1,0,2,1,2,2,0,3,A,C,5,4,3,5,4,2,4,3,A,3,C,1,B,Yes,A,B,1,1,Yes,A,Yes,No,B,B,B,,1,3,C,3,4,5,3,2,4,4,3,3,4,3,5,4,2,A,Telecommunication.,Yes,CA,90001,Yes,No,A,4,Male,5,A,1,35,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
344,2,10,5,5,5,5,5,4,4,4,4,4,4,4,4,3,A,2,2,2,2,1,C,E,All,C,A,B,2,3,A,B,2,2,A,A,2,4,4,2,2,2,2,2,2,2,2,3,A,C,4,2,5,2,5,2,2,4,A,4,E,0,B,Yes,A,A,2,3,Yes,A,No,No,A,A,A,B,2,2,D,D,5,5,5,4,2,2,5,5,5,5,4,5,3,A,Construction,No,CA,90201,Yes,No,C,2,Male,4,A,1,35,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
345,0,1,4,3,4,3,3,3,3,3,3,3,2,2,3,1,B,2,1,1,1,0,E,C,Some,C,C,C,0,2,E,D,1,0,B,B,2,2,3,0,0,1,1,1,1,0,1,0,B,A,3,3,3,4,3,3,4,4,B,2,D,0,C,No,B,B,1,1,No,A,No,No,B,B,B,,2,3,A,3,3,4,2,3,2,3,3,2,3,3,5,3,2,F,Student,No,CA,95236,Yes,No,A,3,Female,3,A,2,22,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
346,1,4,5,5,4,5,5,4,4,4,4,4,3,4,4,3,B,2,2,1,2,2,C,A,All,B,B,B,3,2,A,B,1,2,B,A,3,4,4,0,2,1,0,1,1,0,0,3,A,E,5,4,5,5,5,4,5,4,B,4,A,2,C,No,B,B,3,2,Yes,A,No,No,B,B,B,,2,4,C,3,5,3,4,5,3,5,5,3,3,2,5,4,5,A,best,Yes,NY,11201,Yes,No,B,4,Male,6,A,2,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
347,2,9,3,4,4,4,4,3,2,3,2,2,2,2,3,1,A,0,2,2,0,2,F,A,Some,C,C,C,2,2,A,B,1,1,C,A,3,1,3,1,1,1,1,1,1,1,1,2,A,D,3,3,3,3,3,3,3,3,A,3,E,0,B,No,B,B,0,0,Yes,C,Yes,No,B,B,B,,1,2,C,3,3,4,2,3,3,3,3,4,4,4,4,4,3,B,Agriculture ,No,CA,90001,Yes,No,A,4,Female,5,A,1,32,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
348,2,10,5,4,4,4,4,4,4,3,2,2,2,1,3,2,B,2,2,2,2,2,C,E,,C,A,A,2,2,B,C,1,1,B,B,2,2,4,0,2,2,1,1,1,1,1,2,A,D,4,4,4,5,5,3,3,3,B,2,E,0,B,Yes,A,A,0,1,Yes,B,No,Yes,B,B,A,B,1,3,C,3,2,4,2,2,4,4,2,2,2,4,4,3,2,E,Tailoring ,No,CA,90001,Yes,No,B,4,Female,4,A,0,26,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
349,1,1,4,2,4,2,2,2,3,1,2,4,3,4,4,2,B,2,2,2,2,1,C,C,Some,C,A,B,2,1,B,B,0,2,B,B,2,2,4,2,2,2,1,1,2,2,2,3,A,C,2,3,3,4,3,1,2,3,B,3,B,1,B,No,B,B,1,0,Yes,B,Yes,Yes,C,B,A,B,0,3,C,E,4,5,2,3,3,4,5,4,3,4,3,4,3,B,Clerical Staff,No,NY,10001,Yes,No,F,4,Male,6,A,1,34,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
350,1,3,3,3,3,2,1,2,3,2,1,2,2,4,1,2,B,1,2,0,2,1,B,D,All,C,A,A,2,1,C,C,1,1,B,B,1,1,2,1,1,1,1,1,1,1,1,2,B,B,2,2,2,2,2,2,2,2,B,2,A,1,B,No,B,A,1,1,Yes,A,No,Yes,C,E,A,B,0,2,B,3,4,4,4,4,4,4,4,4,4,4,4,4,4,D,None,No,FL,34653,Yes,Yes,A,2,Female,0,A,1,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
351,2,1,5,5,5,5,5,4,3,4,4,4,4,4,4,3,B,2,2,2,2,2,A,A,All,B,A,B,3,3,A,C,1,2,C,A,2,4,4,2,2,2,2,2,2,2,2,3,A,C,4,4,4,4,4,4,4,4,A,4,A,1,A,No,B,A,1,0,Yes,B,No,No,B,B,A,B,1,4,C,3,5,5,1,2,5,3,4,5,5,5,5,5,5,A,Information technology / IT,Yes,NY,10013,Yes,No,A,4,Male,6,A,3,46,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
352,0,1,5,5,5,5,3,4,3,4,2,3,4,3,2,2,A,2,2,2,1,2,E,A,All,,A,C,2,3,A,D,1,2,B,A,2,4,4,1,2,1,1,2,2,1,2,3,B,C,4,3,4,4,5,5,4,4,B,4,E,1,A,Yes,A,B,0,2,Yes,A,No,No,B,B,A,B,1,3,D,D,5,3,4,5,4,5,4,5,4,4,5,5,3,A,Information Technology ,Yes,OK,73001,Yes,No,B,4,Male,5,A,1,41,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
353,1,10,4,3,3,5,2,4,4,4,4,4,3,3,3,3,A,1,0,2,2,2,A,A,,C,B,B,3,1,A,C,1,2,A,A,3,3,4,0,1,1,2,0,0,0,1,3,A,A,2,2,1,3,2,1,2,4,A,4,A,2,A,Yes,A,A,0,2,Yes,A,Yes,No,A,A,A,B,1,4,A,E,4,5,3,5,4,3,4,5,3,4,4,5,4,A,Retai ,Yes,TX,78852,Yes,Yes,B,4,Female,2,A,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
354,0,3,3,3,3,3,3,3,3,3,3,2,2,3,2,1,B,0,0,0,0,0,C,E,All,B,A,A,1,1,C,B,1,0,B,B,2,4,2,1,1,1,0,0,0,0,0,2,B,C,3,3,3,3,3,3,3,3,B,3,D,1,B,No,B,B,1,1,No,B,No,No,C,G,D,B,0,2,A,B,5,4,4,4,4,4,3,3,3,3,3,3,3,C,ADMIN,Yes,NY,11220,Yes,No,G,3,Female,1,D,0,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
355,2,1,4,4,5,5,5,2,2,2,1,4,3,4,4,3,B,2,2,2,2,2,C,A,,,A,A,2,2,A,C,2,2,C,B,3,1,4,2,2,2,2,2,1,1,2,3,B,C,3,4,4,5,5,5,3,3,B,1,B,1,B,No,B,A,1,1,Yes,A,No,No,A,D,A,B,2,4,D,D,5,5,1,5,4,3,2,5,5,5,5,4,1,A,Construction,No,FL,33132,Yes,No,E,3,Female,5,A,1,40,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
356,1,10,5,5,5,5,5,4,4,4,4,4,4,4,4,3,A,2,2,2,2,2,D,A,Some,,A,B,3,3,A,A,1,2,A,A,3,4,4,2,2,2,2,2,2,2,2,3,A,A,5,5,5,5,5,5,5,4,A,4,A,2,A,Yes,A,A,2,1,Yes,A,Yes,Yes,B,B,A,B,2,4,A,3,5,5,5,5,5,5,5,5,5,5,5,5,5,A,very much,Yes,TX,75042,Yes,Yes,F,4,Male,3,A,3,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
